State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,6 October 2016,The representative of the Ministry of Foreign Affairs of the Russian Federation in Nizhny Novgorod S.G. Malov sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkh,"The representative of the Ministry of Foreign Affairs of the Russian Federation in Nizhny Novgorod S.G. Malov sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of Abkhazia Semyon Grigoriev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of Abkhazia Semyon Grigoriev sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,Extraordinary and Plenipotentiary Ambassador of the Republic of South Ossetia in the Republic of Abkhazia Oleg Botsiev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Extraordinary and Plenipotentiary Ambassador of the Republic of South Ossetia in the Republic of Abkhazia Oleg Botsiev sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,PMR Foreign Minister Vitaliy Ignatiev congratulated Kove Daur Vadimovich on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"The Minister of Foreign Affairs of the Pridnestrovian Moldavian Republic Vitaliy Ignatiev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=44,Old Homepage,16.04.2012,"On April 16-18, the Minister of Foreign Affairs of the Republic of Abkhazia Viacheslav Chirikba will arrive in Moscow on an official visit",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=47,Old Homepage,17.04.2012,"The Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba met with the Foreign Minister of the Russian Federation Sergey Lavrov.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=53,Old Homepage,18.04.2012,"On April 18, 2012 a press conference of the Minister of Foreign Affairs of Abkhazia, Viacheslav Chirikba on the results of visit to Russia was held in the ""Interfax""",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=62,Old Homepage,23.04.2012,"The meeting of the Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba with the delegation of the European Union",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=66,Old Homepage,24.04.2012,"On April 24, the Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba received the Ambassador of the German Federal Republic Ortvin Hoenig",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=77,Old Homepage,25.04.2012,The meeting of the Minister of Foreign Affairs Viacheslav Chirikba with the Ambassador Extraordinary and Plenipotentiary of Abkhazia Zaur Gvadzhava,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=78,Old Homepage,25.04.2012,Statement of the MFA of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=79,Old Homepage,25.04.2012,Statement of the MFA of the Republic of Abkhazia in relation to the Torture of the Abkhaz Resident Merab Kolbaya,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=83,Old Homepage,26.04.2012,President of the Republic of Abkhazia Alexander Ankvab presented credentials to the  Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia in Venezuela and Nicaragua Zaur Gvadzhava,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=92,Old Homepage,03.05.2012,Irakli Khintba: ‘No country can tolerate being treated disparagingly and even at times offensively. We demand respect for Abkhazia.’,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=96,Old Homepage,04.05.2012,Meetingof V. Chirikba with EU Special Representative for the South Caucasus Philippe Lefort,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=120,Old Homepage,10.05.2012,Co-Chairs of the Geneva Discussions Deliberate the Agenda of the Forthcoming Round,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=121,Old Homepage,07.05.2012,"The Minister of Foreign Affairs, Viacheslav Chirikba, addressed a congratulatory note to the Minister of Foreign Affairs of the Transdniestrian Moldavian Republic, Nina Shtansky,   on the occasion of the Day of diplomatic service of the TMR.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=122,Old Homepage,09.05.2012,The Minister of Foreign Affairs Viacheslav Chirikba congratulated the Ambassador Extraordinary and Plenipotentiary of the Russian Federation S. Grigoriev with the Victory Day of the GPW.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=123,Old Homepage,09.05.2012,"The Head of Foreign Affairs, Viacheslav Chirikba, congratulated the Minister of Foreign Affairs of the RF S. Lavrov with the Victory Day of  the GPW",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=124,Old Homepage,08.05.2012,27 persons from Syria have returned to Abkhazia for permanent residence,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=132,Old Homepage,17.05.2012,May 17 is the birthday of the MFA of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=143,Old Homepage,21.05.2012,The Remembrance Day of Victims of the Caucasian War is marked in Abkhazia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=144,Old Homepage,18.05.2012,"The Minister of Foreign Affairs of Abkhazia, Viacheslav Chirikba, held a meeting with the Head of Department of Eastern Europe of Heinrich Böll Foundation -Walter Kaufmann",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=145,Old Homepage,22.05.2012,"On May 21, 2012 official negotiations of the Abkhazian and Venezuelan sides on the level of deputy ministers of foreign affairs were held in the MFA of Venezuela in Caracas.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=147,Old Homepage,22.05.2012,Minister of Foreign Affairs Viacheslav Chirikba Congratulates the Head of the Russian MFA S. Lavrov on His Appointment,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=155,Old Homepage,24.05.2012,"As Part of Its Working Visit to Venezuela, the Abkhaz Delegation, on May 22, Visited the Largest and Most Regionally Famous Child Cardiologic Center in the Country under the Ministry of Health of the Bolivarian Republic of Venezuela",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=158,Old Homepage,24.05.2012,The Minister of Foreign Affairs V.A. Chirikba Meets with the Head of the ICRC Office in Abkhazia Luke Haas,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=169,Old Homepage,28.05.2012,"The Minister of Foreign Affairs, V.Chirikba congratulated all the staff of the MFA of the RSO on the occasion of the Day of establishment of the foreign-policy office of the Republic",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=170,Old Homepage,28.05.2012,"The Minister of Foreign Affairs, V.Chirikba congratulated serviceman of the frontier unit of National Security Service of the Republic of Abkhazia on the occasion of the professional holiday- Day of frontier",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=171,Old Homepage,28.05.2012,"The Head of Foreign Affairs, Viacheslav Chirikba met a delegation of businessmen from Italy",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=181,Old Homepage,29.05.2012,"The Head of the mission of the Republic of Abkhazia to the Transdniestrian Moldavian Republic, G. Kupalba offered his sympathy on the occasion of the anniversary of S. V. Bagapsh’s demise.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=182,Old Homepage,29.05.2012,"The Minister of Foreign Affairs of the Transdniestrian Moldavian Republic, N. Shtansky condoled with the anniversary of S. V. Bagapsh demise",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=183,Old Homepage,29.05.2012,"The Minister of Foreign Affairs, Viacheslav Chirikba held a meeting with Silva Gorakova a program manager of “World Vision” in Abkhazia",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=184,Old Homepage,29.05.2012,The International Committee of the Red Cross presented the Ministry of Foreign Affairs a large set of books on international law,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=194,Old Homepage,31.05.2012,"The Head of Foreign Affairs of Abkhazia, Viacheslav Chirikba held a meeting with Antti Turunen, the UN Special Representative at the Geneva discussions",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=197,Old Homepage,31.05.2012,The visit of the Italian delegation of businessmen to Abkhazia has come to an end,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=201,Old Homepage,06.06.2012,The Abkhaz Delegation to Participate in the 20th Round of the Geneva Discussions on Security and Stability in the South Caucasus on June 7-9,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=210,Old Homepage,07.06.2012,"Decision of the United States to recognize so called Georgia’s neutral travel documents, is a mistake, Deputy Foreign Minister of Abkhazia, Irakly Khintba, said",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=211,Old Homepage,07.06.2012,Abkhazia to Continue Cooperation with the Countries of Latin America,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=217,Old Homepage,06.06.2012,The Head of the Abkhaz MFA Viacheslav Chirikba Congratulates D.G. Sanakoev on His Appointment as Minister of Foreign Affairs of the RSO,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=221,Old Homepage,09.06.2012,Statement by the Foreign Ministry of the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=223,Old Homepage,11.06.2012,Joint Statement,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=227,Old Homepage,12.06.2012,The first volume of “UN Documents on Abkhazia” was published,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=233,Old Homepage,13.06.2012,"On June 11, 2012 the delegation of the Ministry of Foreign Affairs of the Republic of Abkhazia arrived in Transdniester Moldovan Republic with a working visit",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=240,Old Homepage,13.06.2012,"On June 13 2012 the Deputy Minister of Foreign Affairs, Irakli Khintba met a delegation from Nizhny Novgorod",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=244,Old Homepage,15.06.2012,The Abkhaz Language May Be Introduced at Public Universities and Schools in Turkey,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=247,Old Homepage,18.06.2012,On the 20th Round of the Geneva Discussions on Security and Stability in the South Caucasus,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=251,Old Homepage,18.06.2012,"The Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba met with the Ambassador of the Czech Republic to Georgia Ivan Jestrab",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=257,Old Homepage,19.06.2012,The Foreign Minister of the Republic of Abkhazia Viacheslav Chirikba Conveys Condolences on the Occasion of the 20th Anniversary of the Bendery Tragedy,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=263,Old Homepage,21.06.2012,Report by the ANSA news agency on the meeting of the Foreign Minister of Abkhazia Viacheslav Chirikba with the Vice-President of Marche Paolo Petrini,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=266,Old Homepage,20.06.2012,"On June 19, 2012 the Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba received the Honorary Consul of the Republic of Abkhazia in the city of Nizhny Novgorod, Vladimir Litvinchuk",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=272,Old Homepage,21.06.2012,"On June 21, 2012 the Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba received a delegation of the U.S. Embassy in Georgia",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=279,Old Homepage,25.06.2012,The delegation of the MFA of Abkhazia finished their working visit in the TMR,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=289,Old Homepage,25.06.2012,The Foreign Minister of the Republic of Abkhazia Receives Representatives of the British Non-Governmental Organization “Conciliation Resources” Jonathan Cohen and Rachel Clogg,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=290,Old Homepage,22.06.2012,Statement by the MFA of the Republic of Abkhazia “On the Resumption of Terrorist Activity of Georgia in Abkhazia”,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=294,Old Homepage,27.06.2012,"Ambassador of the Republic of Nicaragua in the Russian Federation and concurrently in the Republic of Abkhazia, Luis Alberto Molina Cuadra presented copies of credentials to the Minister of Foreign Affairs of the Republic of Abkhazia, Viacheslav Chirikba.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=297,Old Homepage,28.06.2012,Abkhazian Foreign Minister Viacheslav Chirikba met with the new UNDP program manager Giovanni Mozzarella and deputy UNDP program manager Galiya Kalimova,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=302,Old Homepage,02.07.2012,Minister of Foreign Affairs Viacheslav Chirikba congratulated the personnel of the Ministry of Foreign Affairs of the Pridnestrovien Moldavian Republic with the 20th anniversary of the formation of the Foreign Ministry of Transdniestria,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=309,Old Homepage,02.07.2012,The Head of the Abkhaz MFA Viacheslav Chirikba Congratulates the Ambassador Extraordinary and Plenipotentiary of the Russian Federation to Abkhazia S. Grigoryev on His Birthday,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=311,Old Homepage,03.07.2012,"On June 30 and July 1, 2012 the first Moscow stage of the World Karate Games was held at the Palace of martial arts of Zelenograd.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=313,Old Homepage,03.07.2012,Deputy Minister of Foreign Affairs of the Republic of Abkhazia Irakli Khintba met with the Senior Advisor to the Organization for Europe and Central Asia “Safer World” Craig Oliphant.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=318,Old Homepage,04.07.2012,STATEMENT OF THE MFA OF ABKHAZIA,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=331,Old Homepage,09.07.2012,"On the 30th of June 2012 the governmental delegation of the Republic of Abkhazia with Viacheslav Chirikba, the Minister of foreign affairs of the Republic of Abkhazia at the head, arrived to the Turkish Republic for a visit",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=332,Old Homepage,05.07.2012,Viacheslav Chirikba Congratulates the Bolivarian Republic of Venezuela on Independence Day,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=337,Old Homepage,11.07.2012,Statement of the Ministry of Foreign Affairs of the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=338,Old Homepage,06.07.2012,"The meeting of the Minister of Foreign Affairs Viacheslav Chirikba with D.Sanakoev, the Minister of Foreign Affairs of the RSO",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=352,Old Homepage,17.07.2012,"Viacheslav Chirikba, the Minister of foreign affairs met with Yuris Gulbis, the ambassador at large of the Republic of Abkhazia in the Asian-pacific region",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=353,Old Homepage,17.07.2012,A constructive meeting of the Co-Chairs of the Geneva Discussions was held with the Leadership of the MFA of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=356,Old Homepage,18.07.2012,Irakli Khintba: deterioration of our relationship with Russia is not profitable for anyone.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=362,Old Homepage,23.07.2012,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a message of congratulations  on the occasion of birthday of the national hero of Venezuela Simon Bolivar.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=363,Old Homepage,19.07.2012,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a message of congratulations to the Ministry of Foreign Affairs of Nicaragua for the 33rd Anniversary of the Sandinista Revolution Victory.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=369,Old Homepage,24.07.2012,"From 15 to 21 July, the town of Kaposvár hosted the annual Traditional International Children's Festival of Football in Hungary.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=376,Old Homepage,30.07.2012,MFA of Abkhazia sent a message of congratulations to the MFA of Vanuatu on the occasion of Independence Day,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=378,Old Homepage,30.07.2012,Minister of Foreign Affairs of the Republic of Abkhazia Viacheslav Chirikba met with the representatives of Care International,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=391,Old Homepage,01.08.2012,Foreign Minister Viacheslav Chirikba met with the head of the UNHCR office in Abkhazia Davit Mahmuryan.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=392,Old Homepage,01.08.2012,Meeting with the Foreign Minister of the Republic of Nauru,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=409,Old Homepage,17.08.2012,The first meeting of the Public Expert Council took place at the Ministry of Foreign Experts Affairs of the Republic of Abkhazia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=414,Old Homepage,22.08.2012,Welcoming speech by the Minister of Foreign Affairs of the Republic of Abkhazia on the occasion of the visit of the Ambassador of the Republic of Venezuela in the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=430,Old Homepage,27.08.2012,Viacheslav Chirikba presented his condolences to the Minister of Foreign Affairs of the Bolivarian Republic of Venezuela due to the loss of life as a result of an explosion at the oil refinery,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=437,Old Homepage,28.08.2012,The Foreign Minister of the Republic of Abkhazia receives the Member of the European Parliament from Luxembourg Frank Engel,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=438,Old Homepage,30.08.2012,"The new guide ""Everything about Abkhazia"" was released in Turkish language",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=439,Old Homepage,30.08.2012,Meeting of the Foreign Minister of the Republic of Abkhazia Viacheslav Chirikba with the Delegation of the European Union,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=448,Old Homepage,04.09.2012,"European countries and institutions should interact with Abkhazia directly, not through Georgia",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=456,Old Homepage,06.09.2012,"Deputy Minister of Foreign Affairs of the Republic of Abkhazia Oleg Arshba reported about the results of the visit to the Pridnestrovian Moldovian Republic, held from August 29 to September 5, 2012",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=458,Old Homepage,09.09.2012,Four years ago were establishment diplomatic relations between the Republic of Abkhazia and the Russian Federation,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=463,Old Homepage,11.09.2012,"On September 11 the Foreign Minister of the Republic of Abkhazia Viacheslav Chirikba Received the Ambassador of the Kingdom of the Netherlands to Armenia and Georgia, Pieter Jan Langenberg",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=473,Old Homepage,14.09.2012,"The Minister of Foreign Affairs of the Republic of Abkhazia conducted a meeting with the Honorary Consul of the Republic of Abkhazia in the UK, Professor at the School of Oriental and African Studies, University of London, Dr. George Hewitt.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=482,Old Homepage,15.09.2012,The Ministry of Foreign Affairs Sends a Congratulatory Note to the Ministry of Foreign Affairs of the Republic of Nicaragua on Independence Day,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=483,Old Homepage,17.09.2012,The Foreign Minister of the Republic of Abkhazia Viacheslav Chirikba Meets the Co-Chairs of the Geneva Discussions on Security and Stability in Transcaucasia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=485,Old Homepage,17.09.2012,The Foreign Minister Viacheslav Chirikba met with the representative of the Republic of Abkhazia in Germany Khibla Amichba. The meeting was attended by the Deputy Minister Irakli Khintba.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=491,Old Homepage,20.09.2012,The Ministry of Foreign Affairs of the Republic of Abkhazia sends a congratulatory note to the Ministry of Foreign Affairs of the Republic of South Ossetia on the occasion of the 22nd Anniversary of the Republic Day,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=497,Old Homepage,21.09.2012,Information by the Foreign Ministry of the Republic of Abkhazia about the Process of Repatriation of Compatriots from Syria,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=503,Old Homepage,24.09.2012,Viacheslav Chirikba met with the UNDP Resident Representative Jamie McGoldrick,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=517,Old Homepage,25.09.2012,"Deputy Foreign Minister Irakli Khintba interviewed by the geopolitical magazine ""Limes"" (Italy).",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=522,Old Homepage,26.09.2012,Meeting of the Deputy Ministers of Foreign Affairs of the Republic of Abkhazia Irakli Khintba and Oleg Arshba with the Plenipotentiary Representative of the Republic of Abkhazia in Bulgaria Mersan-Omer Marchand,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=530,Old Homepage,27.09.2012,"Acting Minister, Deputy Foreign Minister of the Republic of Abkhazia Irakli Khintba, Congratulates Karen Mirzoyan on His Appointment as Foreign Minister of the Nagorno-Karabakh Republic",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=533,Old Homepage,30.08.2012,A diplomatic reception on the occasion of the Victory and Independence Day of the Republic of Abkhazia was organized by the Embassy of the Republic of Abkhazia in the Russian Federation.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=534,Old Homepage,30.09.2012,A diplomatic reception on the occasion of the Victory and Independence Day of the Republic of Abkhazia was organized in Moscow by the Embassy of the Republic of Abkhazia in the Russian Federation.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=536,Old Homepage,02.10.2012,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of Tuvalu on the occasion of Independence Day,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=539,Old Homepage,02.10.2012,"Acting Minister, Deputy Minister of Foreign Affairs of the Republic of Abkhazia Irakli Khintba met with the representative of the Republic of Abkhazia in the Syrian Arab Republic Sharaf Abaza (Marschan).",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=551,Old Homepage,04.10.2012,"The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Republic of Vanuatu, on the occasion of the Constitution Day.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=555,Old Homepage,08.10.2012,Interview of the Deputy Foreign Minister of the Republic of Abkhazia Irakly Khintba for the radio station “Golos Rossii” from 07.10.2012,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=559,Old Homepage,11.10.2012,"On October 11, 2012 there will be the XXI round of Geneva discussions on security and stability in Transcaucasia. The Abkhazian delegation has already been to Geneva.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=578,Old Homepage,17.10.2012,"Acting Foreign Minister Irakli Khintba met with the participants of the V International Congress of Students’ Youth Interdialogue: Apsny.su"" (Russia-Abkhazia) from Turkey, Serbia and the Republika Srpska.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=581,Old Homepage,17.10.2012,Meeting with the President of the State University of Nizhny Novgorod Roman Strongin.  Deputy Minister of Foreign Affairs I. Khintba received the President of the State University of Nizhny Novgorod Roman Strongin.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=583,Old Homepage,16.10.2012,"Acting Foreign Minister Irakli Khintba Receives a Group of Abkhaz Youth Who Arrived from Turkey to Participate in the V International Congress of Students' Interdialog: Apsny.su ""(Russia-Abkhazia)",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=592,Old Homepage,23.10.2012,The press–conference of the Minister of Foreign Affairs Viacheslav Chirikba on the results of the 21-st round of Geneva discussions on stability and Security in Transcaucasia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=597,Old Homepage,24.10.2012,"On October 24, a telephone conversation was held between the State Secretary - Deputy Minister of Foreign Affairs of the Russian Federation Grigory Karasin and the Minister of Foreign Affairs of the Republic of Abkhazia V. A. Chirikba.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=598,Old Homepage,25.10.2012,"The Minister of Foreign Affairs of the Republic of Abkhazia Viacheslav Chirikba received the delegation of the Swiss Federal Department of Foreign Affairs, headed by the chief of the Swiss Humanitarian Aid Unit Manuel Bessler.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=609,Old Homepage,08.11.2012,On October 8 the Foreign Minister Viacheslav Chirikba met with the members of the Russian delegation at the Geneva Discussions on Security and Stability in the Transcaucasia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=611,Old Homepage,09.11.2012,Viacheslav Chirikba congratulated Nina Shtansky on her appointment as the Vice-Chairperson of the Government of the Transnistrian Moldavian Republic in charge of International Cooperation,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=618,Old Homepage,13.11.2012,Information by the Ministry for Foreign Affairs of the Republic of Abkhazia on the process of repatriation of compatriots from Syria,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=623,Old Homepage,13.11.2012,On November 13 2012 a meeting of the Board of the MFA of Abkhazia was held under the chairmanship of the Minister of Foreign Affairs of the Republic of  Abkhazia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=629,Old Homepage,14.11.2012,The Foreign Minister Viacheslav Chirikba met with the representative of the Republic of Abkhazia in Syria Sharaf Marschan,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=636,Old Homepage,19.11.2012,Comment of the Press Service of the MFA of Abkhazia,NA
